date;city;temp_c;humidity_pct;pressure_hpa;wind_kmh;cloud_pct;precip_mm
2025-01-14;Novosibirsk;-19.2;83.7;1009.5;13.6;62.7;0.7
2025-01-15;Novosibirsk;-19.3;74.2;1017.1;3.3;55.4;0.0
2025-01-16;Novosibirsk;-21.0;77.1;1016.2;10.7;77.9;0.0
2025-01-17;Novosibirsk;-20.8;79.0;1010.9;4.7;83.5;5.0
2025-01-18;Novosibirsk;-21.3;73.5;1012.9;5.4;59.2;0
2025-01-19;Novosibirsk;-15.0;83.9;1015.0;16.3;55.9;0.0
2025-01-20;Novosibirsk;-18.4;71.4;1009.4;3.9;44.3;0.0
2025-01-21;Novosibirsk;-16.7;69.6;1016.0;2.2;49.6;2.3
2025-01-22;Novosibirsk;-17.7;78.6;1012.7;10.4;56.7;0
2025-01-23;Novosibirsk;-16.7;80.8;1015.7;18.2;57.1;0.0
2025-01-24;Novosibirsk;-21.4;72.9;1013.6;6.3;73.4;0.9
2025-01-25;Novosibirsk;-17.6;83.3;1019.0;17.6;62.7;2.3
2025-01-26;Novosibirsk;-20.0;79.7;1009.5;8.9;65.7;0.0
2025-01-27;Novosibirsk;-17.9;83.3;1015.5;16.9;65.4;0.0
2025-01-28;Novosibirsk;-21.4;83.6;1017.9;14.7;54.0;0.8
2025-01-29;Novosibirsk;-20.0;78.5;1013.2;11.2;40.9;8.4
2025-01-30;Novosibirsk;-16.7;69.2;1019.3;0;73.2;0.0
2025-01-31;Novosibirsk;-16.1;86.4;1010.1;11.0;63.9;0
2025-02-01;Novosibirsk;-15.1;78.5;1013.6;9.3;55.6;0.0
2025-02-02;Novosibirsk;-14.3;73.8;1010.0;7.1;88.5;0.0
2025-02-03;Novosibirsk;-16.1;72.7;1020.0;6.4;99.1;0.0
2025-02-04;Novosibirsk;-19.2;83.4;1018.8;13.0;90.4;0.0
2025-02-05;Novosibirsk;-16.4;68.6;1010.3;6.5;40.8;0.0
2025-02-06;Novosibirsk;-13.4;76.7;1011.8;4.8;60.2;0.0
2025-02-07;Novosibirsk;-12.4;73.0;1019.9;8.1;55.7;0.0
2025-02-08;Novosibirsk;-18.3;71.6;1009.7;12.6;64.5;0.0
2025-02-09;Novosibirsk;-15.5;76.1;1012.0;15.5;50.6;0.0
2025-02-10;Novosibirsk;-10.9;69.2;1017.9;9.7;57.4;0.0
2025-02-11;Novosibirsk;-14.6;74.9;1015.5;4.6;97.7;0.0
2025-02-12;Novosibirsk;-13.1;72.7;1010.8;6.6;51.1;0.0
2025-02-13;Novosibirsk;-13.3;82.5;1012.7;16.9;73.4;2.6
2025-02-14;Novosibirsk;-13.8;82.4;1013.3;18.8;65.7;3.8
2025-02-15;Novosibirsk;-11.0;76.7;1012.4;7.5;52.1;0.0
2025-02-16;Novosibirsk;-16.2;74.9;1013.7;3.2;76.2;0.0
2025-02-17;Novosibirsk;-13.5;84.6;1017.1;18.2;67.9;0.0
2025-02-18;Novosibirsk;-12.5;72.3;1012.4;5.5;44.8;0.0
2025-02-19;Novosibirsk;-11.9;70.5;1007.3;11.2;60.4;0.0
2025-02-20;Novosibirsk;-11.4;72.9;1007.1;0.3;84.0;0.0
2025-02-21;Novosibirsk;-8.9;76.4;1016.8;10.6;44.5;0.0
2025-02-22;Novosibirsk;-11.9;77.6;1007.6;6.5;79.2;0.0
2025-02-23;Novosibirsk;-9.8;74.3;1020.3;2.0;52.1;0.0
2025-02-24;Novosibirsk;-9.1;66.1;1009.5;19.7;46.7;0.0
2025-02-25;Novosibirsk;-5.5;80.8;1008.7;11.4;54.2;0.0
2025-02-26;Novosibirsk;-12.4;74.1;1012.3;7.9;63.5;1.3
2025-02-27;Novosibirsk;-11.0;66.8;1008.7;2.6;65.3;0
2025-02-28;Novosibirsk;-8.6;70.6;1015.5;5.3;55.8;0.0
2025-03-01;Novosibirsk;-9.8;70.0;1007.0;2.3;53.7;0.0
2025-03-02;Novosibirsk;-7.9;69.8;1004.3;9.6;58.1;0.0
2025-03-03;Novosibirsk;-10.0;73.4;1009.5;14.1;58.3;0.0
2025-03-04;Novosibirsk;-7.6;69.8;1009.6;12.7;50.5;0.0
2025-03-05;Novosibirsk;-6.3;67.2;1016.7;13.0;50.0;0.0
2025-03-06;Novosibirsk;-0.4;81.3;1013.1;12.8;70.4;0.0
2025-03-07;Novosibirsk;-2.8;73.5;1008.7;11.6;45.7;0.0
2025-03-08;Novosibirsk;-5.9;76.5;1014.8;7.5;50.5;1.5
2025-03-09;Novosibirsk;-5.9;64.2;1012.3;13.4;79.5;0.0
2025-03-10;Novosibirsk;-9.4;65.5;1011.3;3.8;45.7;0.0
2025-03-11;Novosibirsk;-1.4;69.4;1013.1;4.7;68.2;0.0
2025-03-12;Novosibirsk;-1.5;79.3;1021.3;6.8;78.7;5.9
2025-03-13;Novosibirsk;-1.8;65.0;1010.9;7.8;57.9;0.0
2025-03-14;Novosibirsk;0.4;64.4;1008.2;4.1;42.0;0.0
2025-03-15;Novosibirsk;-0.5;81.2;1011.5;10.0;80.3;4.2
2025-03-16;Novosibirsk;-4.6;78.3;1018.3;1.2;84.6;0.0
2025-03-17;Novosibirsk;-1.5;74.5;1014.2;8.3;77.0;2.6
2025-03-18;Novosibirsk;-1.2;79.8;1016.1;11.9;52.9;0.0
2025-03-19;Novosibirsk;0.3;67.9;1012.9;9.2;56.9;0.0
2025-03-20;Novosibirsk;-1.3;54.0;1015.2;8.3;54.8;0.0
2025-03-21;Novosibirsk;1.2;59.2;1010.7;4.5;46.5;0.0
2025-03-22;Novosibirsk;1.4;69.3;1005.7;9.3;62.9;0.0
2025-03-23;Novosibirsk;-1.8;71.8;1013.6;7.4;53.2;0.0
2025-03-24;Novosibirsk;3.0;72.5;1015.9;10.9;37.4;1.5
2025-03-25;Novosibirsk;-0.4;71.1;1012.4;5.0;71.1;0.0
2025-03-26;Novosibirsk;1.4;85.5;1014.7;13.8;44.6;6.0
2025-03-27;Novosibirsk;-2.1;69.5;1011.1;8.5;76.3;0.0
2025-03-28;Novosibirsk;-3.6;69.4;1007.2;4.1;39.7;0.0
2025-03-29;Novosibirsk;2.8;77.6;1012.0;8.2;75.4;1.5
2025-03-30;Novosibirsk;7.3;60.1;1010.0;9.0;39.3;0.0
2025-03-31;Novosibirsk;4.1;68.9;1006.9;14.0;59.3;0.0
2025-04-01;Novosibirsk;4.5;69.9;1008.9;16.1;76.3;0.0
2025-04-02;Novosibirsk;5.3;64.2;1014.3;6.7;49.7;0.0
2025-04-03;Novosibirsk;6.0;68.8;1014.0;4.8;36.7;0.0
2025-04-04;Novosibirsk;2.0;76.1;1009.8;4.8;75.4;8.0
2025-04-05;Novosibirsk;4.1;62.6;1011.9;6.8;59.6;0.0
2025-04-06;Novosibirsk;6.1;63.2;1015.1;7.7;56.9;0.0
2025-04-07;Novosibirsk;-3.5;72.2;1013.6;7.2;85.2;0.0
2025-04-08;Novosibirsk;14.6;71.9;1011.6;15.6;61.6;0.0
2025-04-09;Novosibirsk;4.8;66.9;1008.0;1.9;38.6;0.0
2025-04-10;Novosibirsk;7.9;63.9;1007.0;0;33.3;0.0
2025-04-11;Novosibirsk;6.5;76.8;1009.3;4.6;62.1;6.5
2025-04-12;Novosibirsk;9.1;65.7;1014.7;16.9;52.7;0.0
2025-04-13;Novosibirsk;11.2;71.1;1016.6;4.2;55.5;0.0
2025-04-14;Novosibirsk;9.3;73.0;1006.4;12.5;33.9;0.0
2025-04-15;Novosibirsk;5.0;74.0;1008.3;9.1;56.6;0.0
2025-04-16;Novosibirsk;10.8;73.8;1007.5;13.6;53.7;0.0
2025-04-17;Novosibirsk;13.6;61.7;1016.0;5.0;52.7;0.0
2025-04-18;Novosibirsk;13.5;60.2;1015.3;12.5;65.5;0.0
2025-04-19;Novosibirsk;12.9;61.3;1019.9;7.6;69.0;0.0
2025-04-20;Novosibirsk;11.5;67.2;1008.9;0;39.7;0.0
2025-04-21;Novosibirsk;11.1;58.5;1011.9;7.7;51.7;0.0
2025-04-22;Novosibirsk;10.8;54.7;1003.0;5.0;47.7;0.0
2025-04-23;Novosibirsk;13.6;64.5;1009.5;8.1;33.3;0.0
2025-04-24;Novosibirsk;14.8;67.7;1006.2;4.4;67.2;0.0
2025-04-25;Novosibirsk;7.5;63.9;1005.7;3.0;54.2;0.0
2025-04-26;Novosibirsk;13.6;60.7;1012.6;9.5;46.8;0.0
2025-04-27;Novosibirsk;10.2;68.9;1001.0;5.5;71.9;0.0
2025-04-28;Novosibirsk;15.2;60.4;1009.3;10.2;45.1;0.0
2025-04-29;Novosibirsk;14.3;64.1;1009.8;10.5;43.5;0.0
2025-04-30;Novosibirsk;10.2;61.2;1012.3;8.1;53.7;0.0
2025-05-01;Novosibirsk;15.0;58.6;1006.3;11.2;40.8;0.0
2025-05-02;Novosibirsk;18.1;61.8;1009.9;9.6;60.4;1.5
2025-05-03;Novosibirsk;13.1;55.7;1011.8;7.1;39.0;0.0
2025-05-04;Novosibirsk;17.2;72.6;1006.0;11.2;56.7;0.0
2025-05-05;Novosibirsk;18.2;60.8;1010.3;8.1;26.3;0.3
2025-05-06;Novosibirsk;18.3;68.8;1007.9;0.8;45.5;0.0
2025-05-07;Novosibirsk;13.2;64.4;1011.9;4.6;64.1;0.2
2025-05-08;Novosibirsk;19.4;55.2;1000.2;7.9;51.2;0.0
2025-05-09;Novosibirsk;12.9;67.9;1013.4;13.4;92.6;0.0
2025-05-10;Novosibirsk;17.1;57.5;998.2;13.5;0;0.0
2025-05-11;Novosibirsk;20.3;62.6;1006.0;15.5;32.4;0.2
2025-05-12;Novosibirsk;18.8;58.0;1011.5;0.1;54.3;0.0
2025-05-13;Novosibirsk;15.2;55.0;1005.0;10.0;55.9;0.0
2025-05-14;Novosibirsk;20.3;72.7;1005.2;6.3;55.5;0.0
2025-05-15;Novosibirsk;15.6;58.7;1005.2;10.1;26.5;1.1
2025-05-16;Novosibirsk;17.9;63.1;1003.8;4.1;81.0;0.0
2025-05-17;Novosibirsk;19.6;60.5;1015.1;15.5;33.1;1.3
2025-05-18;Novosibirsk;16.6;58.3;1013.0;7.4;40.2;0.0
2025-05-19;Novosibirsk;23.2;71.6;1001.4;10.6;55.4;0.0
2025-05-20;Novosibirsk;21.5;61.0;1011.0;10.9;26.7;0.0
2025-05-21;Novosibirsk;22.2;51.1;1006.1;7.8;34.2;0.0
2025-05-22;Novosibirsk;22.0;66.6;1001.8;10.6;55.0;0.0
2025-05-23;Novosibirsk;20.4;55.3;999.7;10.4;40.8;0.0
2025-05-24;Novosibirsk;17.7;50.6;1008.1;8.7;43.1;0.0
2025-05-25;Novosibirsk;18.5;56.9;1012.0;4.1;40.3;0.0
2025-05-26;Novosibirsk;21.2;58.9;1002.2;7.1;61.6;0.0
2025-05-27;Novosibirsk;14.3;52.0;1011.9;3.5;36.4;0.0
2025-05-28;Novosibirsk;18.5;69.2;1009.1;8.1;53.3;0.0
2025-05-29;Novosibirsk;18.4;52.2;1011.3;8.2;46.1;0.0
2025-05-30;Novosibirsk;18.5;54.7;1004.9;5.4;53.5;0.0
2025-05-31;Novosibirsk;17.0;60.5;1010.0;4.4;62.8;0.0
2025-06-01;Novosibirsk;22.6;61.8;1004.9;4.7;33.0;0.0
2025-06-02;Novosibirsk;21.6;59.9;1013.9;7.6;55.4;0.0
2025-06-03;Novosibirsk;19.6;62.4;1006.0;12.0;70.6;0.0
2025-06-04;Novosibirsk;22.7;48.2;1003.4;4.5;28.5;0.0
2025-06-05;Novosibirsk;17.6;63.0;1008.1;4.5;57.7;0.7
2025-06-06;Novosibirsk;18.2;61.9;1014.1;8.9;67.8;0.0
2025-06-07;Novosibirsk;24.5;53.3;1000.4;7.6;59.2;0.0
2025-06-08;Novosibirsk;17.2;60.8;1009.3;7.6;75.9;0.0
2025-06-09;Novosibirsk;23.1;66.5;1007.2;9.5;37.9;0.0
2025-06-10;Novosibirsk;24.9;59.4;1004.6;7.8;60.0;0.0
2025-06-11;Novosibirsk;16.8;60.3;999.7;3.2;76.7;0.0
2025-06-12;Novosibirsk;24.0;62.1;1005.1;7.6;54.4;0.0
2025-06-13;Novosibirsk;22.9;61.1;1003.7;10.8;62.7;0.0
2025-06-14;Novosibirsk;20.3;55.8;1001.2;2.4;46.3;0.0
2025-06-15;Novosibirsk;21.7;57.6;1007.0;14.7;58.6;0.0
2025-06-16;Novosibirsk;25.6;58.2;1006.3;3.7;32.6;0.0
2025-06-17;Novosibirsk;24.4;56.7;1010.6;8.6;43.6;0.0
2025-06-18;Novosibirsk;22.3;60.0;1005.7;5.5;29.1;0.0
2025-06-19;Novosibirsk;21.2;52.8;1010.7;10.9;34.6;0.0
2025-06-20;Novosibirsk;21.2;56.5;1011.2;7.3;25.2;0.0
2025-06-21;Novosibirsk;28.3;45.2;1003.3;15.2;30.1;0.0
2025-06-22;Novosibirsk;23.2;63.3;1006.0;8.9;74.6;0.0
2025-06-23;Novosibirsk;21.6;50.0;1009.9;11.3;37.6;0.0
2025-06-24;Novosibirsk;21.4;57.8;1013.0;20.3;60.8;0.0
2025-06-25;Novosibirsk;21.6;57.0;1006.5;4.1;31.9;0.0
2025-06-26;Novosibirsk;24.0;63.3;1013.1;5.7;41.4;0.0
2025-06-27;Novosibirsk;20.8;54.0;1006.3;6.7;46.6;0.0
2025-06-28;Novosibirsk;20.8;60.3;1009.4;10.1;54.4;0.0
2025-06-29;Novosibirsk;21.5;65.4;1009.9;14.0;51.1;0.0
2025-01-01;Murmansk;-15.0;91.4;1020.9;12.9;74.1;0.0
2025-01-02;Murmansk;-13.7;80.1;1013.0;14.4;40.1;3.5
2025-01-03;Murmansk;-15.6;92.0;1015.3;12.8;66.9;4.4
2025-01-04;Murmansk;-13.5;88.9;1013.0;9.7;70.6;0.6
2025-01-05;Murmansk;-13.3;80.5;1013.7;16.3;45.1;1.5
2025-01-06;Murmansk;-14.8;84.1;1003.6;19.0;65.2;0.0
2025-01-07;Murmansk;-12.9;81.2;1006.1;17.7;80.0;6.2
2025-01-08;Murmansk;-15.8;80.5;1014.5;14.9;43.0;1.3
2025-01-09;Murmansk;-13.5;96.4;1012.9;18.7;42.8;5.7
2025-01-10;Murmansk;-15.7;85.8;1012.5;12.7;81.6;0.0
2025-01-11;Murmansk;-14.6;79.5;1001.6;3.6;57.0;0.0
2025-01-12;Murmansk;-16.9;94.5;1015.1;13.0;89.4;0.0
2025-01-13;Murmansk;-13.1;80.6;1013.1;12.9;59.1;0.0
2025-01-14;Murmansk;-15.8;88.7;1010.6;10.0;71.5;1.2
2025-01-15;Murmansk;-11.1;83.4;1013.4;6.0;73.6;6.7
2025-01-16;Murmansk;-16.6;92.1;1014.9;11.9;67.9;3.9
2025-01-17;Murmansk;-14.4;93.7;1014.6;10.5;66.3;0.0
2025-01-18;Murmansk;-17.2;73.8;1010.8;9.0;61.8;0.0
2025-01-19;Murmansk;-11.4;81.7;1008.5;9.5;45.5;4.2
2025-01-20;Murmansk;-15.8;80.5;1017.9;16.2;61.6;0.0
2025-01-21;Murmansk;-12.5;87.5;1015.6;17.9;68.7;0.0
2025-01-22;Murmansk;-14.9;91.8;1009.8;6.3;80.4;0.0
2025-01-23;Murmansk;-18.5;93.3;1014.3;8.5;76.9;0.0
2025-01-24;Murmansk;-16.2;90.9;1015.0;11.8;71.8;0.0
2025-01-25;Murmansk;-16.3;86.9;1013.6;11.8;48.1;0.9
2025-01-26;Murmansk;-15.8;91.3;1014.9;9.8;41.7;0.0
2025-01-27;Murmansk;-8.5;83.6;1021.6;17.3;63.9;0
2025-01-28;Murmansk;-10.9;85.8;1008.0;10.6;40.2;0.0
2025-01-29;Murmansk;-13.9;82.7;1009.0;10.7;53.5;0.0
2025-01-30;Murmansk;-9.5;92.4;1010.0;11.8;61.5;1.3
2025-01-31;Murmansk;-10.2;77.4;1008.7;2.2;74.3;0.0
2025-02-01;Murmansk;-9.7;76.4;1010.3;7.9;74.8;8.7
2025-02-02;Murmansk;-12.1;81.7;1010.5;16.0;77.6;0
2025-02-03;Murmansk;-11.9;83.6;1011.9;11.3;83.5;0.0
2025-02-04;Murmansk;-14.8;80.9;1010.0;14.5;38.5;0
2025-02-05;Murmansk;-16.5;73.4;1017.6;11.4;56.8;0.0
2025-02-06;Murmansk;-9.5;85.1;1006.0;8.2;87.4;0.0
2025-02-07;Murmansk;-14.7;78.6;1005.6;2.8;57.0;0.0
2025-02-08;Murmansk;-11.5;88.1;1009.9;10.7;78.8;8.3
2025-02-09;Murmansk;-13.8;87.7;1014.5;16.9;69.7;0.0
2025-02-10;Murmansk;-8.5;87.2;1013.8;21.8;80.7;0.0
2025-02-11;Murmansk;-13.8;84.5;1006.4;18.4;63.3;6.6
2025-02-12;Murmansk;-7.6;86.9;1006.5;15.5;78.4;5.5
2025-02-13;Murmansk;-11.3;88.7;1012.1;19.6;21.3;0.0
2025-02-14;Murmansk;-11.5;92.6;1011.0;4.8;84.9;0.0
2025-02-15;Murmansk;-6.1;81.2;1006.8;21.0;78.9;0.0
2025-02-16;Murmansk;-10.4;92.8;1006.7;7.9;93.4;12.2
2025-02-17;Murmansk;-7.9;85.8;1015.1;15.3;65.7;0.0
2025-02-18;Murmansk;-8.2;83.2;1007.2;7.0;77.0;0.8
2025-02-19;Murmansk;-12.7;80.7;1017.3;12.0;43.1;0.0
2025-02-20;Murmansk;-13.4;77.6;1011.3;9.1;64.7;0.0
2025-02-21;Murmansk;-10.1;80.7;1010.2;17.0;53.6;0.9
2025-02-22;Murmansk;-9.7;75.9;1006.8;3.7;61.5;0
2025-02-23;Murmansk;-7.0;81.1;1011.1;9.7;86.7;7.5
2025-02-24;Murmansk;-10.7;87.6;1005.4;13.8;79.8;0.0
2025-02-25;Murmansk;-5.7;85.3;1009.7;9.1;38.4;0.0
2025-02-26;Murmansk;-11.7;92.3;1005.4;11.3;75.0;0.0
2025-02-27;Murmansk;-7.0;86.5;1009.0;12.9;36.8;0
2025-02-28;Murmansk;-5.1;78.0;1009.9;9.4;90.4;7.0
2025-03-01;Murmansk;-2.7;88.4;1003.8;24.7;50.8;0.8
2025-03-02;Murmansk;-7.1;83.7;1010.7;12.3;49.8;8.0
2025-03-03;Murmansk;-3.6;87.8;1013.2;15.8;62.5;1.5
2025-03-04;Murmansk;-7.5;74.2;1007.3;5.7;69.2;0.0
2025-03-05;Murmansk;-3.9;80.9;1011.0;19.5;38.2;7.0
2025-03-06;Murmansk;-6.1;68.3;1006.1;8.9;48.2;0.0
2025-03-07;Murmansk;-2.4;71.4;1004.9;9.4;50.7;0.0
2025-03-08;Murmansk;-5.5;92.7;1011.1;13.7;91.9;4.6
2025-03-09;Murmansk;-7.1;77.0;1002.3;3.3;43.8;0.0
2025-03-10;Murmansk;-5.6;80.8;1005.8;14.1;90.1;0.0
2025-03-11;Murmansk;-7.3;81.3;1005.7;15.9;49.8;0.0
2025-03-12;Murmansk;-8.3;83.2;1013.6;10.6;69.7;0.0
2025-03-13;Murmansk;0.1;77.4;1005.7;8.4;65.3;8.5
2025-03-14;Murmansk;-4.2;80.5;1011.7;21.4;53.5;7.4
2025-03-15;Murmansk;3.3;83.9;1006.5;18.6;39.1;0.0
2025-03-16;Murmansk;-3.8;75.3;1008.6;5.8;48.5;0.0
2025-03-17;Murmansk;-5.4;78.1;1013.2;5.3;44.3;10.4
2025-03-18;Murmansk;-6.1;79.4;1007.0;8.0;66.6;0.0
2025-03-19;Murmansk;-1.6;80.5;1012.6;12.6;57.1;6.4
2025-03-20;Murmansk;-5.9;71.4;1009.6;8.6;65.7;0.0
2025-03-21;Murmansk;-1.3;78.3;1006.9;6.9;59.7;0.8
2025-03-22;Murmansk;-1.8;81.6;1014.2;11.6;62.6;0.0
2025-03-23;Murmansk;-1.7;77.1;1010.6;0;76.5;0.0
2025-03-24;Murmansk;0.4;70.4;1010.9;0.9;65.4;0.0
2025-03-25;Murmansk;2.3;76.4;1005.2;2.9;66.9;2.6
2025-03-26;Murmansk;-0.0;80.6;1016.3;8.8;64.1;7.7
2025-03-27;Murmansk;1.1;75.7;1007.9;9.0;43.2;1.9
2025-03-28;Murmansk;-0.2;67.8;1004.1;13.5;38.7;0.0
2025-03-29;Murmansk;-2.5;75.8;1013.3;9.3;64.1;0.0
2025-03-30;Murmansk;4.6;68.1;1005.0;8.4;31.4;1.8
2025-03-31;Murmansk;2.5;77.6;1016.4;6.3;92.1;6.4
2025-04-01;Murmansk;4.3;78.1;1003.3;8.4;63.7;0.0
2025-04-02;Murmansk;-0.1;81.2;1011.7;17.8;64.3;11.9
2025-04-03;Murmansk;-0.2;79.4;1005.5;1.9;41.1;7.6
2025-04-04;Murmansk;-0.8;81.2;1008.2;16.4;51.8;0.0
2025-04-05;Murmansk;4.8;70.1;1002.6;2.1;63.7;0.0
2025-04-06;Murmansk;2.4;81.2;1005.5;17.3;57.3;0
2025-04-07;Murmansk;2.3;75.0;1010.0;9.2;74.3;0.5
2025-04-08;Murmansk;2.4;77.4;1011.9;8.9;82.5;0.0
2025-04-09;Murmansk;2.2;62.9;1002.5;10.4;31.0;0.0
2025-04-10;Murmansk;3.8;83.0;1009.1;9.9;86.2;0.0
2025-04-11;Murmansk;3.7;75.3;1008.9;8.0;60.6;11.0
2025-04-12;Murmansk;3.1;70.7;1011.1;3.9;47.2;0.0
2025-04-13;Murmansk;4.4;75.2;1006.2;15.4;72.1;0.0
2025-04-14;Murmansk;2.4;70.9;1006.2;12.7;48.3;0.0
2025-04-15;Murmansk;2.9;75.4;1010.7;9.5;85.9;0.0
2025-04-16;Murmansk;2.6;76.7;1002.9;4.4;24.7;0.0
2025-04-17;Murmansk;4.6;58.2;1003.4;9.1;43.6;0.0
2025-04-18;Murmansk;4.2;81.1;1009.9;19.0;64.1;0
2025-04-19;Murmansk;10.4;72.4;1007.5;9.5;48.0;0.1
2025-04-20;Murmansk;0.8;85.4;1011.8;9.3;70.4;0.0
2025-04-21;Murmansk;8.7;69.9;1011.4;5.5;63.6;0.0
2025-04-22;Murmansk;9.2;73.8;1010.0;8.0;79.9;0.0
2025-04-23;Murmansk;9.9;81.0;1004.7;7.7;45.6;0
2025-04-24;Murmansk;2.3;73.4;995.7;8.6;82.8;0.0
2025-04-25;Murmansk;2.9;85.6;1006.4;12.5;78.9;1.3
2025-04-26;Murmansk;3.4;65.3;1006.1;3.2;66.4;0.0
2025-04-27;Murmansk;10.2;70.7;1001.3;9.5;66.8;0.0
2025-04-28;Murmansk;6.6;68.1;1012.1;7.7;73.4;0.0
2025-04-29;Murmansk;3.3;73.3;1004.0;11.5;64.3;0.0
2025-04-30;Murmansk;10.7;74.6;1004.5;8.9;66.9;0.0
2025-05-01;Murmansk;7.2;74.2;1006.7;10.9;46.0;0.0
2025-05-02;Murmansk;8.3;74.7;1006.4;8.9;51.0;0.0
2025-05-03;Murmansk;12.3;70.9;1000.6;7.3;59.5;0.0
2025-05-04;Murmansk;5.6;65.6;1005.3;7.5;47.6;0.0
2025-05-05;Murmansk;4.3;72.2;1003.5;9.1;45.5;0.0
2025-05-06;Murmansk;10.4;70.8;1007.7;13.8;77.5;0.0
2025-05-07;Murmansk;9.2;78.2;1005.4;6.0;65.2;0.0
2025-05-08;Murmansk;6.0;69.6;998.4;5.6;64.0;0.0
2025-05-09;Murmansk;9.4;73.4;1008.0;4.6;45.5;0.0
2025-05-10;Murmansk;6.2;73.6;1007.8;8.5;71.9;0.0
2025-05-11;Murmansk;8.4;78.9;1006.1;12.3;72.4;0.0
2025-05-12;Murmansk;7.1;66.9;1008.0;14.4;57.0;0.0
2025-05-13;Murmansk;12.7;66.7;1008.7;9.2;57.7;0.0
2025-05-14;Murmansk;9.8;68.7;1006.3;2.6;70.3;1.0
2025-05-15;Murmansk;10.8;62.9;999.7;6.9;60.8;0.0
2025-05-16;Murmansk;8.6;67.5;1007.0;7.2;38.6;0.0
2025-05-17;Murmansk;5.4;53.6;1008.1;4.9;39.8;0.0
2025-05-18;Murmansk;13.6;67.8;1008.9;12.8;39.8;0.0
2025-05-19;Murmansk;7.3;61.0;1005.6;6.6;61.7;0.0
2025-05-20;Murmansk;10.9;63.3;1004.4;10.3;50.6;0.0
2025-05-21;Murmansk;10.2;72.5;1003.4;7.5;58.4;0.0
2025-05-22;Murmansk;13.0;67.0;1010.6;8.2;50.7;1.7
2025-05-23;Murmansk;8.6;73.6;1002.6;6.5;71.6;0.0
2025-05-24;Murmansk;14.0;65.7;1008.5;5.4;57.8;0.0
2025-05-25;Murmansk;14.4;63.2;1005.0;5.0;49.3;0.0
2025-05-26;Murmansk;6.2;71.2;1004.3;6.6;77.7;0.0
2025-05-27;Murmansk;10.3;77.2;1006.6;8.7;79.4;5.5
2025-05-28;Murmansk;12.5;71.6;1004.8;1.7;58.2;0.0
2025-05-29;Murmansk;12.4;65.9;1009.1;12.3;2.4;0.0
2025-05-30;Murmansk;11.6;63.5;1011.7;0;75.1;1.6
2025-05-31;Murmansk;9.6;69.3;1010.2;1.8;59.1;0.0
2025-06-01;Murmansk;10.1;68.6;1013.0;1.9;63.5;0
2025-06-02;Murmansk;12.4;51.6;1004.6;2.0;45.1;0.0
2025-06-03;Murmansk;9.8;76.0;1015.2;10.5;49.4;0.0
2025-06-04;Murmansk;11.2;77.5;1000.9;8.4;69.2;0.0
2025-06-05;Murmansk;12.5;72.5;1011.3;12.8;62.4;0.0
2025-06-06;Murmansk;11.6;60.3;1006.9;6.8;52.9;0.0
2025-06-07;Murmansk;14.6;72.8;1018.4;2.3;54.5;0.0
2025-06-08;Murmansk;11.1;65.0;999.3;10.0;59.8;0.0
2025-06-09;Murmansk;12.7;58.4;1007.5;4.0;54.8;0.0
2025-06-10;Murmansk;15.4;76.7;1012.5;3.7;62.8;3.2
2025-06-11;Murmansk;10.3;70.3;1009.4;7.6;44.3;0.0
2025-06-12;Murmansk;14.6;64.2;1008.1;9.0;48.0;0.0
2025-06-13;Murmansk;13.8;76.6;1006.0;6.1;67.9;8.3
2025-06-14;Murmansk;8.5;68.7;1012.4;5.3;39.3;0.0
2025-06-15;Murmansk;9.0;67.0;1000.8;6.2;44.1;0.0
2025-06-16;Murmansk;15.2;65.8;1005.8;9.1;45.9;0.0
2025-06-17;Murmansk;12.8;74.6;1010.2;11.0;71.0;0.0
2025-06-18;Murmansk;8.9;66.6;1003.1;4.4;68.5;1.6
2025-06-19;Murmansk;11.3;55.4;1006.5;14.3;57.3;0
2025-06-20;Murmansk;9.9;63.0;1007.9;6.1;23.4;0.0
2025-06-21;Murmansk;12.9;68.6;1002.8;17.1;61.4;0.0
2025-06-22;Murmansk;11.7;64.2;1005.5;5.0;49.5;0.0
2025-06-23;Murmansk;13.8;77.0;1004.4;9.0;52.5;1.1
2025-06-24;Murmansk;9.3;57.3;1007.3;10.2;34.8;0.0
2025-06-25;Murmansk;13.3;74.5;1006.0;5.9;70.1;0.0
2025-06-26;Murmansk;10.8;73.2;1006.4;3.8;55.5;0.0
2025-06-27;Murmansk;8.5;70.4;1012.7;10.7;51.2;0.0
2025-06-28;Murmansk;9.5;70.0;1004.3;0;41.1;0.0
2025-06-29;Murmansk;10.1;66.5;1009.2;9.4;82.2;1.7
